filename,apple_ripe,apple_rotten,apple_unripe
1424_jpg.rf.087257fcbf10493d4111ca8b516aa02a.jpg,1,1,0
17_jpg.rf.788a34e609d0bf6ada9b686f079de367.jpg,0,1,0
165_jpg.rf.c09028de3344aa3c5dcc6da0c2cc0105.jpg,1,1,0
163_jpg.rf.2a5fcac07134ce24f04b47eb67f097a8.jpg,0,1,0
futfut_apple-6-_jpeg.rf.e33a7ed0e65c2295633987a801761e12.jpg,0,0,1
applee13269_png.rf.5d5811958740cc3e8f20c01ecd41b4db.jpg,0,0,1
168_jpg.rf.df1352ea6481fb636d624007b36888f6.jpg,0,1,0
162_jpg.rf.ca91280740fdfc0f72caecf9768af061.jpg,0,1,0
applee0232_png.rf.f7a21c37d8594d29da765201ee5a83aa.jpg,0,0,1
1430_jpg.rf.691a71b4e177da7e726e4c56efd30eb5.jpg,0,1,0
1427_jpg.rf.35bf02501a27ecd259b9edf89708fbc8.jpg,0,1,0
AQAD3csxG-SQyUt9_jpg.rf.d4accf56c475b62857a3da795ef2a91c.jpg,0,1,0
164_jpg.rf.674b671edc36fb259a80d4a9170a3316.jpg,0,1,0
1426_jpg.rf.8f7f8a491851d695049e1f51d3703c84.jpg,0,1,0
Apple-dee06121_png.rf.d2d3c8bab9532d6c2a38e8d5d6f4386d.jpg,0,0,1
161_jpg.rf.f94212ab147da693226516b8b6d820c3.jpg,0,1,0
Bing_0268_jpeg.rf.28637fd69014259ce7ed75dd998008f7.jpg,1,1,1
applee0359_png.rf.cde0ed4dde7b83c1d813cbefd1e44b8c.jpg,0,0,1
18_jpg.rf.05cc57a80e85786703db9db5b90e52ce.jpg,1,1,0
Bing_0234_jpg.rf.0df8e4fd3b190653c59fe4dfb5ba40c1.jpg,1,0,1
160_jpg.rf.6b140093bc677557a0c37716a1e0ef36.jpg,0,1,0
Bing_0232_jpeg.rf.eda071cb56204a178ec513a8c9a33343.jpg,0,0,1
Apple-dee05201_png.rf.de36deffc9376334f44a018e28499b79.jpg,0,0,1
applee05110_png.rf.a80ae0ee1bdf6e38e9eada62813543b5.jpg,0,0,1
Bing_0109_jpeg.rf.7aef195f0ff61fce7d089a844f8656f6.jpg,1,0,1
152_jpg.rf.8e0f4927c9095951966d43afd6e22947.jpg,0,1,0
Bing_0362_jpeg.rf.c7b264b5008ec499a596789389f483e2.jpg,0,0,1
153_jpg.rf.862c1b5b815515c561de1588ae4b438d.jpg,0,1,0
applee14294_png.rf.e0cf339f5cbffd53bdbba682487795d2.jpg,0,0,1
Bing_0210_jpeg.rf.5f459d8783b5fec0d379836d27af8c32.jpg,0,0,1
896_jpg.rf.5a81847d6be34cb26447ca58e33bacbe.jpg,0,1,0
151_jpg.rf.5c49637a02141192603d3054a51f75a4.jpg,0,1,0
Bing_0054_jpg.rf.13c30769f556bda9322a61c3256cd97e.jpg,1,0,1
28_jpg.rf.1e0c06d25d802832f5a2bc612d572296.jpg,0,0,1
AQADPr8xG0iHsEty_jpg.rf.0e22af9b8e42c246f5e63910d49509ee.jpg,0,1,0
Bing_0070_jpeg.rf.07998feb5ab8c779241fe2fa381948f4.jpg,1,0,1
179-20240228-214424-apple_jpg.rf.e74402dee9cb2d62b1e9f06b54f28028.jpg,0,0,1
184_jpg.rf.168fbbe641af4c59be8542b551039721.jpg,0,1,0
149_jpg.rf.18b738a8f1c9a39f004c6eb143ed1887.jpg,0,1,0
150_jpg.rf.8d6c470a4b794d02af4e717a40806049.jpg,0,1,0
AQADuL4xG0iHsEt9_jpg.rf.d5413ea3f1697e9742eca0d8d84e50e0.jpg,0,1,0
183_jpg.rf.c1d7cec38fb1c472ac65b873d71dd3a4.jpg,0,1,0
893_jpg.rf.23d2a7a8024d312464759681f351a570.jpg,1,1,0
895_jpg.rf.bfb893db3414926c8720ed49c80c2bb9.jpg,1,1,0
applee0248_png.rf.a642429be0c085f09dea5ea1a45340b2.jpg,0,0,1
images103_jpg.rf.25edf60b1412a8dc0969ca1c74cdb9cb.jpg,0,1,0
Apple-De10041_png.rf.3589412d2df89b4e71364329a46cec3c.jpg,0,0,1
118-20240228-214243-apple_jpg.rf.8f8741f0d04f88ee2ca4fd37a8182b41.jpg,0,0,1
894_jpg.rf.fa13f92acf0c3d6c4a79f5c4ec8a56a1.jpg,0,1,0
14_jpg.rf.ac0c9a8567b6778f46b34da155f7251c.jpg,0,1,0
143_jpg.rf.bd697da62f0f349c4f6a07ecaa67e0b5.jpg,1,0,0
154_jpg.rf.34a7bcd25a27e02439589ede3ce4bbca.jpg,0,1,0
Bing_0024_jpg.rf.d54a50123e59502d67b186726772c882.jpg,0,0,1
144_jpg.rf.ed61739d79e11667246be12dae21fe44.jpg,0,1,0
142_jpeg.rf.7c76b79553c77b1516345cf098352de2.jpg,0,1,0
891_jpg.rf.5aa4c0f8dd17dd10478b8a08ccb0d0ea.jpg,0,1,0
155_jpg.rf.627d25f2779039304983e0928677e216.jpg,0,1,0
140_jpeg.rf.df3173d08ed61367ba570933a08e0cc9.jpg,0,1,0
141_jpeg.rf.68efe0feda2afea90da279f3bb81fe71.jpg,1,0,0
Bing_0224_jpeg.rf.0ed03c4d3df04ce28c7cf37dad11dc53.jpg,0,0,1
IMG-20250105-WA0011_jpg.rf.bcb55b499c4b3d959d72549ccb08314e.jpg,0,1,0
IMG-20250108-WA0017_jpg.rf.03c64079baf8b859e5db47e7a19b17ec.jpg,0,1,0
applee12249_png.rf.3e2d7e7d3dfd0e440ecc0209cfa03a8b.jpg,0,0,1
227_jpg.rf.9b6ff79eaa7c97b5eda9ee73be12888c.jpg,0,1,0
887_jpg.rf.a7a227fcb9606050d5e94355d65e14af.jpg,0,1,0
Bing_0007_jpeg.rf.7411a546088b648acc8200a30eae9d27.jpg,1,0,1
Bing_0108_jpeg.rf.a4e2147eb96259092c4560b00b11b5c5.jpg,0,0,1
Bing_0175_jpg.rf.d451d26d10e659a7b3bc3823e1950524.jpg,0,0,1
AQADgMMxGwcQ6Et9_jpg.rf.7d623ecc1dadb8d26cee27d54514ef02.jpg,0,1,0
892_jpg.rf.53c58aae7d274bc8965bda97f622df02.jpg,0,1,0
applee13273_png.rf.bfcbff0f5a2a43b610596379cf26a3b9.jpg,0,0,1
145_jpg.rf.028c42258f08fefea2e8059f2f284108.jpg,1,1,0
890_jpg.rf.58f8aa38cec5c7bc32f6d0c1f05f9bd6.jpg,1,1,0
resized_image_1401_jpg.rf.48a69c8f3a5cffeee5e84246d573099e.jpg,0,1,0
Bing_0176_jpeg.rf.10995bf3d25dce5aa2c707c84ced60fb.jpg,1,1,1
Bing_0116_jpg.rf.07ca85f29afdeff388c616cfcecc50d8.jpg,1,0,1
AQADF74xG_SYsEty_jpg.rf.87172614344de00a6ec33f5d02a53b94.jpg,0,1,0
888_jpg.rf.447bce3a05f0ec127c2fe332a9052a26.jpg,1,1,0
AQADWL0xG0iHsEt9_jpg.rf.261316791393cd096a916ff40319e05f.jpg,0,1,0
889_jpg.rf.732fa8f8eb12d6e9d4ef57ccde9469ea.jpg,0,1,0
878_jpg.rf.2dbce12b300dc7e85a8782a48343150e.jpg,1,1,0
879_jpg.rf.e585265d7aa9ed65e101f8686da80ff8.jpg,0,1,0
Bing_0419_jpeg.rf.db7f87a67b6583ff4630f2bf3fffc902.jpg,0,1,1
870_jpg.rf.9a8f44c811543c94f16ec7c91071dc6c.jpg,0,1,0
12_jpg.rf.80a734ce3f27b2a3d4d3cf0455038ad4.jpg,0,0,1
881_jpg.rf.5d0753792f50c4696b6fba00d033c66f.jpg,0,1,0
AQADdMExGwbq6Et9_jpg.rf.607b0bd7a435bb6bae8bad221f076aa4.jpg,0,1,0
tao_sau_4_jpg.rf.c5a7b6f53c5b36d8e59bd6d7b4b6ef22.jpg,0,1,0
158_jpg.rf.c281462b3664df77463313623eec4069.jpg,0,1,0
157_jpg.rf.d7dd8e60bf62102c9054ca306856a931.jpg,0,1,0
IMG-20250107-WA0072_jpg.rf.75771d82bdad0cf699d0ac09051b45ad.jpg,1,1,0
867_jpg.rf.955796651db9476bfae1237bcee5eefe.jpg,0,1,0
886_jpg.rf.758c0c71f339709c71bdd0d364dde61e.jpg,1,1,0
futfut_apple-19-_jpeg.rf.bf4d3882dbf76fa0065c415aa7483739.jpg,0,0,1
IMG-20250105-WA0040_jpg.rf.16c0dd79823497e142fd056b2960f0bf.jpg,0,1,0
87_jpeg.rf.a213554723a69d0e0490522eeb7c5e51.jpg,0,1,0
156_jpg.rf.80fdb124d833b7ff60cdd9af2d33510d.jpg,0,1,0
868_jpg.rf.6b6a418f99fb4d03d2fc06168b2811fb.jpg,1,1,0
Bing_0202_jpg.rf.b5e8a7ffb3869d9f017b3c38035a2f86.jpg,1,1,1
877_jpg.rf.966298af30d99b185c473ba451bc6f5b.jpg,0,1,0
IMG_8547_JPG_jpg.rf.c36692154696cbfc28c61beef673722a.jpg,0,1,0
159_jpg.rf.82aeb859a579e59c3abe130620817b55.jpg,0,1,0
applee12261_png.rf.512391473e001120c0e9501d6441aa1f.jpg,0,0,1
applee07140_png.rf.6c01128db6289d47f1d6850b991b01ff.jpg,0,0,1
210_jpg.rf.0345b040f589929e715947584a6cee82.jpg,0,1,0
16_jpg.rf.c1edaabf95d25b2f9cb3d2b9d92bf4b0.jpg,0,1,0
Bing_0245_jpeg.rf.588b512f873de2910da3a99e9911b20d.jpg,1,0,1
AQADUMExGwbq6Et9_jpg.rf.461d96b99f5058c9e38ebf71ae84f116.jpg,0,1,0
01-00-00106_JPG.rf.44725ba20e117638f3607607b3ddf747.jpg,0,0,1
872_jpg.rf.cab12c620262df6880977463ab692d1e.jpg,0,1,0
IMG-20250107-WA0045_jpg.rf.2f39e21d9f29f21b9c837458c2f033b5.jpg,1,1,0
869_jpg.rf.3e97a01153127faf854106c331f5b8c3.jpg,0,1,0
148_jpg.rf.d68c80f56e4517732917d94be8d99217.jpg,0,1,0
AQAEzDEb5JDJS30_jpg.rf.b7c08888b8c4fda859f67bce55e42047.jpg,0,1,0
873_jpg.rf.e431b095038f7663c9c50de9a20cf2f5.jpg,0,1,0
Apple-dee13881_png_jpg.rf.5d3fb0d9272473125f0f131539db3603.jpg,0,1,1
860_jpg.rf.121dae211c03b2babed3d53e5ea1454a.jpg,1,1,0
Bing_0349_jpg.rf.5924e9ce184bb6ac152b4891ebc8d489.jpg,0,0,1
88_jpeg.rf.e56367871790d4ca145d38a82b1143c9.jpg,1,1,0
Bing_0150_jpg.rf.91554974d3ee200aa736c1a273572f62.jpg,0,0,1
Bing_0119_jpeg.rf.bc40486e116ad94b8de805a105f5193d.jpg,1,0,1
Bing_0051_2_jpg.rf.df5fd7fc2694578f6e1e909f451649e5.jpg,0,0,1
Apple-De10401_png.rf.838d449e5cd1e4476b49714816477b15.jpg,0,0,1
Apple-dee13881_png_jpg.rf.e9c6b259c2d191d4e391535b97bbd2d2.jpg,0,1,1
Apple-De06961_png.rf.895e46efc152f3f6e3a91c493d6ca6d7.jpg,0,0,1
IMG_8546_JPG_jpg.rf.fcf8195238c97bada717a9012ae75795.jpg,0,1,0
Bing_0053_1_jpg.rf.5fb4943e571001cda65daaf631278f2c.jpg,1,0,1
AQADcsExGwbq6Et9_jpg.rf.2066ecd531166ed246fb1eb4a19cef12.jpg,0,1,0
882_jpg.rf.1472b188ea72d8719e9c03a37631a681.jpg,0,1,0
Bing_0045_jpg.rf.d61392a02d1f602bb58e6648575eab38.jpg,1,0,1
Bing_0050_jpeg.rf.6f684bdffac18a5d871cbbf2b1b3986d.jpg,0,0,1
01-00-00107_JPG.rf.c8eed0330a3eef37e5e54d9f23074dbf.jpg,0,0,1
01-00-00046_JPG.rf.9dce551b129e30489b3c2d4bc26ec8ef.jpg,0,0,1
AQADzcQxGwcQ6Et9_jpg.rf.b1115f4edd1866ae43acb1c9196a9266.jpg,0,1,0
875_jpg.rf.9558197d8431b465bf0bcf6f174bde22.jpg,0,1,0
applee12247_png.rf.fa69409f78f479df9647cfa5ba4e4e7b.jpg,0,0,1
86_jpeg.rf.53ebd715a90487fa6d94c70e0955d9b7.jpg,0,1,0
Bing_0187_jpeg.rf.f819cfe09053e358ec607c120c60f685.jpg,1,0,1
859_jpg.rf.22c2d18a3915991961d02b20641b0b86.jpg,0,1,0
499_jpg.rf.c7cbb7313c3f0ad8f8be1b2c79ee9efd.jpg,0,1,0
883_jpg.rf.06e7287cc75ac08a0948d88fbacb7ff3.jpg,1,1,0
874_jpg.rf.f707dd8e476a7fdc93b84f8a15dd9d81.jpg,1,1,0
182-20240228-214424-apple_jpg.rf.2b4642b18a491da72998143ae0624133.jpg,0,0,1
495_jpg.rf.ca9fb5ed1df5761957ec7c30cac7d6a5.jpg,0,1,0
AQADM8wxG-SQyUt9_jpg.rf.7779a013aa4cefbe3b1acf636278bf94.jpg,0,1,0
224_jpg.rf.28ed362ddcb0a827fa274c088c8ee6b1.jpg,1,1,0
Bing_0285_jpg.rf.7e1d1fb201c5858ca5677b1b9255b59e.jpg,0,0,1
871_jpg.rf.45c49072c55fe908a8541f3e19c87c40.jpg,0,1,0
AQADrssxG-SQyUt9_jpg.rf.671fbb4e9ae7293bfa37a646ae773346.jpg,0,1,0
502_jpg.rf.859873d909ce48679cb37e53abb576a9.jpg,1,1,0
Bing_0263_jpg.rf.ec9296719c9a78dc1de03e7a4170da82.jpg,0,0,1
876_jpg.rf.93b7b530f80ba7edacbf53e7e447ce91.jpg,0,1,0
854_jpg.rf.d5c0369dada3ab310fc298e9980ef087.jpg,0,1,0
498_jpg.rf.098acfcc5f7d9ed3eebef74eb5899be4.jpg,0,1,0
226_jpg.rf.8b98e5de9b3c68d54a3ec0a0d1ca2651.jpg,1,1,0
Bing_0313_jpeg.rf.ddfe0eace9c5d33c9bed0270e2586446.jpg,0,0,1
Bing_0005_jpg.rf.b52016b22ecacf0afc4d2b083cbf8bc6.jpg,0,0,1
885_jpg.rf.ed41f274f45cc583805b862193969d17.jpg,1,1,0
Bing_0041_jpg.rf.0a0008722f156f3aafc1d95d2026a9dd.jpg,0,0,1
Apple-dee01081_png.rf.bbaf3265b5f681ede453bf815517e1bc.jpg,0,0,1
223_jpg.rf.26534fc804f6cb30688cf12944efec32.jpg,1,1,0
851_jpg.rf.ac72ff44bb4e10cb80a16e473650f64d.jpg,0,1,0
497_jpg.rf.72a667dd51a76b3f207bc02977347f1c.jpg,0,1,0
Bing_0136_jpg.rf.9f9cc661db08c1b9b135bc199cb71e29.jpg,1,1,1
Apple-dee03041_png.rf.2a9207da412899465b339223b2d30767.jpg,0,0,1
images236_jpg.rf.662ddeda6a13b2f1f1529200f8d0ef30.jpg,0,1,1
applee0112_png.rf.fa6b53f2d44b509bf77edff5c191c728.jpg,0,0,1
AQADBL4xG_SYsEty_jpg.rf.4aad795ec1865d1a2102762d055995e5.jpg,0,1,0
222_jpg.rf.8bdb2225113e70847c9550d07e39df57.jpg,0,1,0
220_jpg.rf.db280cb15aaad24605e6c0c6adcaf3d4.jpg,0,1,0
applee07141_png.rf.b5b28f3c343c7a1f69e71890f450f556.jpg,0,0,1
225_jpg.rf.1e17d62c038cbe630b6a71d09445b4c6.jpg,0,1,0
221_jpg.rf.3631a9375dd1890a0af0735446582d87.jpg,1,1,0
Apple-De02841_png.rf.022f8099221f2ca20d80f4319d58d0c4.jpg,0,0,1
494_jpg.rf.b877a2b2e385556e4aec748e640307e1.jpg,0,1,0
applee08180_png.rf.027babdcde68898be2f11c788e80e2b5.jpg,0,0,1
1411_jpg.rf.b50450bfc2c850a89dda4d79da35d194.jpg,0,1,0
Bing_0053_jpg.rf.1c99dfce1988337959ac4125513ea3d0.jpg,0,0,1
5_jpg.rf.b7b3328a130fd481bc3556a987114cfc.jpg,0,1,0
rottenApple-437-_jpg.rf.30f6a146b2a6c619a92e0e87f6b0dd3f.jpg,0,1,0
496_jpg.rf.5afdfae37e4675723117e1c325b870f7.jpg,1,1,0
images119_jpg.rf.919a37e8625e6878e35dc21ec60fb104.jpg,0,1,0
RottenApple-176-_jpg.rf.968f6c6b3ae0f5a4c5540e7d9d246426.jpg,0,1,0
1408_jpg.rf.4d9636615735318a6a610c5795c87131.jpg,1,1,0
IMG-20250108-WA0032_jpg.rf.17820ec53ec8d83e26ae01b8cf6eaba6.jpg,0,1,0
1410_jpg.rf.18c5f5bd25f3b2ba2567b8e9b5673ba6.jpg,1,1,0
Bing_0000_jpeg.rf.d1951255793e406f6e583a8934a539c9.jpg,0,0,1
01-00-00079_JPG.rf.0aeb0d110788586edf25e566765746a7.jpg,0,0,1
images130_jpg.rf.dd18d01e391aa75d13e2e2e2decca9d2.jpg,0,1,0
rottenApple-379-_jpg.rf.a3de48ef6714ad1d1534e2b33debe4f5.jpg,0,1,0
images121_jpg.rf.2c12754ff5065709cc5abe967e201fb9.jpg,0,1,1
880_jpg.rf.b401dd13d90b4a7bc8a8755292577eee.jpg,0,1,0
Bing_0271_jpg.rf.8386b6bf1e15dc7c7cf8f2c8f8b44065.jpg,0,0,1
Bing_0144_jpg.rf.5e5736b054291830fb68b33afea88b77.jpg,1,0,1
500_jpg.rf.765be8353aacf82e62e933339c6ed07c.jpg,0,1,0
images231_jpg.rf.3fa1354d3126989b0b3cf61e3febed4f.jpg,0,1,0
AQADSMsxG-SQyUty_jpg.rf.bff5f24f9d6180488f3c4b241ace6e25.jpg,0,1,0
855_jpg.rf.89df0b4e7f0781ba97adc94afcf5191d.jpg,0,1,0
147_jpg.rf.2f816ea3a4c83db50ae4516ce6ee7d40.jpg,0,1,0
images229_jpg.rf.ec78e57321f5b2960ca4ee9798235c36.jpg,0,1,0
501_jpg.rf.6e080a68e8a421488d4c268e90942e4f.jpg,0,1,0
853_jpg.rf.78e7133a84fd64db6b74663b87e756f2.jpg,1,1,0
492_jpg.rf.b1c1e89507ee97907213da727d5e0c07.jpg,1,1,0
491_jpg.rf.2cfe18b189f6792c28459ccb48bb98fc.jpg,0,1,0
850_jpg.rf.8c117080db7119a8e62a4409b068409d.jpg,0,1,0
866_jpg.rf.97dfe27f69275ae9365f042443af7d5e.jpg,0,1,0
Bing_0355_jpeg.rf.6c10d75f27d5d812abee1d9b2d3b676b.jpg,0,0,1
Bing_0006_jpeg.rf.93f72f691bf92fa1ae4747a756651269.jpg,0,0,1
864_jpg.rf.6d2fb5adb5fae166ba7638e0e9eb89a5.jpg,0,1,0
Apple-dee05761_png.rf.f310dd327344ff8f8bc125b9d7faa7e1.jpg,0,0,1
Apple-dee02321_png.rf.1b6742c5c00a9388e4b5e338dd31cd09.jpg,0,0,1
490_jpg.rf.1a1589643006d1b77d498845bd37485f.jpg,1,1,0
1393_jpg.rf.f60c60da269b54b4b103bfbe5b3b3d17.jpg,1,1,0
865_jpg.rf.91c1c2138ad5f46550898262e430c833.jpg,0,1,0
1404_jpg.rf.0566159e46fc724149f1f1c20b369fb6.jpg,0,1,0
Apple-De02921_png.rf.202457f53a01344d5d812c586a9dfd2e.jpg,0,0,1
IMG-20250107-WA0069_jpg.rf.eba2ad92f00be120fc37bdfa81e4ee3a.jpg,1,1,0
212_jpg.rf.1ed179bbdd3a3af255e82d6e7f3c35d3.jpg,0,1,0
861_jpg.rf.eed446c0a36d716838317cec2c53d8be.jpg,1,1,0
AQADWL4xG0iHsEt9_jpg.rf.87e2af6dc2c4a7847bd0158bfbf43e5c.jpg,0,1,0
IMG-20250108-WA0018_jpg.rf.7eaaa07b0ae7b3adbb87f3ebbdd25680.jpg,0,1,0
493_jpg.rf.72a1ab51eb902bfbdac83f53dbb2479f.jpg,1,1,0
AQADhsIxG11WAUh9_jpg.rf.abd8ecc5ae4f9b37080ed5cdd38633d3.jpg,0,1,0
IMG-20250107-WA0046_jpg.rf.fd831511d5628c9f58ae43003f0eccf0.jpg,1,1,0
Bing_0293_jpeg.rf.9c7e446fc6e5e596130122aa9f077171.jpg,1,0,1
rottenApple-378-_jpg.rf.07f098e8f4cb7bc29c4dcd2b128b3793.jpg,0,1,0
AQAD-sExGxOMoUty_jpg.rf.df10478b70488bc09f99eb673ae956df.jpg,0,1,0
50_jpg.rf.ac099e51c352fb8da917cad5ff10cd27.jpg,0,1,0
Apple-De03161_png.rf.124bcb5807f85ba87936a27ef1306cb2.jpg,0,0,1
857_jpg.rf.ec50466d922fd50198a6791053728b3f.jpg,0,1,0
1395_jpg.rf.a40f0692459ac05bc68b806fa3abdbae.jpg,0,1,0
856_jpg.rf.e7243c7ee5a6785d627d29266d0f5437.jpg,1,1,0
Apple-De03041_png.rf.eb78eb6a2a11c18c3e25b74778a708f1.jpg,0,0,1
863_jpg.rf.b437b471353998d46bc5f4a3a87b24b7.jpg,1,1,0
1390_jpg.rf.6b758fd6c9bb2b82844d8ad7e1ec598b.jpg,0,1,0
01-00-00014_JPG.rf.dea1fae62f8e99e18a2cab461c74a1c1.jpg,0,0,1
Bing_0096_jpeg.rf.1b2f010edffc767dcf81c2cd053cd887.jpg,0,0,1
RottenApple-18-_jpg.rf.92781f30efc20a99f50752c50c2b0df4.jpg,0,1,0
1401_jpg.rf.72c73716573245b6b6ffe7e1f2ab8d90.jpg,1,1,0
121-20240228-214244-apple_jpg.rf.a9a0e0e05f37661d869ca47872de7210.jpg,0,0,1
122-20240228-214244-apple_jpg.rf.b1b37114870cd3b04133c9593357a836.jpg,0,0,1
1392_jpg.rf.f913596cb23f894fb165300b83ed918c.jpg,0,1,0
1385_jpg.rf.654472013886b942871b2b810f676c03.jpg,0,1,0
1402_jpg.rf.d24f2a031988d9491c82a43611537227.jpg,0,1,0
1397_jpg.rf.d6c957ef146d58c0a68505e8a1a1deeb.jpg,0,1,0
1391_jpg.rf.6c16ab856113db3d0b4fc6edf41c0ee1.jpg,0,1,0
1400_jpg.rf.6fb461bbaf0e325dd1dd0993e0f476de.jpg,1,1,0
Apple-De02961_png.rf.5815509e1037c81ea6d6b423889c3882.jpg,0,0,1
1403_jpg.rf.d56b40e0f5c76c3dcb9db502638726d6.jpg,0,1,0
1406_jpg.rf.64d731002b5a3559b645bf927ef849cd.jpg,0,1,0
1394_jpg.rf.fe11dcfcd236ce4b1351a5136f156e37.jpg,0,1,0
1405_jpg.rf.9bc97ab453030277cf60b396323c1a76.jpg,1,1,0
images135_jpg.rf.64cb96c86b83fe12a40492ada265b0d4.jpg,0,1,1
1398_jpg.rf.c7ab54464311e4df4c01d1ac7cd0403b.jpg,1,1,0
01-00-00015_JPG.rf.f2ef719ad72cb73b6458860c53cc0027.jpg,0,0,1
Apple-De03281_png.rf.fa57635bb743237999c1451988352b65.jpg,0,0,1
1386_jpg.rf.4dc58d29b6e452be1cb5f8fd321064a6.jpg,0,1,0
858_jpg.rf.ded19967e4e8c5d57595d0da36d7b746.jpg,0,1,0
Apple-De02881_png.rf.f53da651fab83fd803e6df31aea9190e.jpg,0,0,1
Apple-De03241_png.rf.c0602a65ed67f88b4ff9fa658dab9c71.jpg,0,0,1
RottenApple-179-_jpg.rf.0c411f800977731f2ff647bcb2129f23.jpg,0,1,0
Bing_0079_1_jpg.rf.06b615a48ab671e58a30b3c781669b9c.jpg,0,0,1
1407_jpg.rf.d4deda42f42d87506765e9c15ee8ec4d.jpg,0,1,0
1396_jpg.rf.c61731d4bb3b95ab9f9f54df7ca7463c.jpg,0,1,0
1383_jpg.rf.c1b9218cb66954a362363fda2a8565a1.jpg,1,1,0
Bing_0334_jpeg.rf.79355bc938d11a4e216c791f013278d6.jpg,0,0,1
images144_jpg.rf.84d81d3920b90fb8a5b70797054cfbbb.jpg,0,1,1
1382_jpg.rf.f47cba03bd1a43d76aab6a38ae49556a.jpg,0,1,0
1384_jpg.rf.05db5fa3e12ec0019fa241a85b2da164.jpg,0,1,0
1388_jpg.rf.4f3222094269bb9506cbc3744ea4830b.jpg,1,1,0
Bing_0232_jpg.rf.9ba2b1d8969a53e0472375d25a5166b0.jpg,1,1,1
AQADP8wxG-SQyUt9_jpg.rf.7997cf29b2a801e260bfbf403e263a25.jpg,0,1,0
AQADyL4xG9BXuUt9_jpg.rf.8dd8e86848a305fe419c6ae51251896a.jpg,0,1,0
RottenApple-10-_jpg.rf.4e77d49641243020fa8d41b46e4163dc.jpg,0,1,0
84_jpeg.rf.82a183369525edc06007057dfff6e91c.jpg,1,0,0
IMG-20250108-WA0022_jpg.rf.a3421af0e9657ef6e5b58384664035e1.jpg,0,1,0
215_jpg.rf.6c857bb7de24b4c6e9420c0523de32e0.jpg,1,1,0
Bing_0171_jpg.rf.19c22aaa5f03f3bea2cd89e78d5bc5b7.jpg,0,1,1
843_jpg.rf.b3f131570192ad2bb9ef3a70a52c4502.jpg,0,1,0
applee11234_png.rf.7d110c6ec98cc6db1d48d3913c16e698.jpg,0,0,1
22_jpg.rf.798a0df2670f735d27d03592b7cae24a.jpg,0,1,0
IMG-20250105-WA0004_jpg.rf.56bb3825f43e710ef6c43370175a6518.jpg,0,1,0
1389_jpg.rf.6e7a7ce42aaac754b9e81b58d48f3119.jpg,0,1,0
838_jpg.rf.6e494b83285655dd1d2ef62f2150bb95.jpg,0,1,0
Apple-De03201_png.rf.126b5330afa6af2837fd440673dd7f66.jpg,0,0,1
216_jpg.rf.340811494b4c6de7e32323f3b270929b.jpg,0,1,0
